	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	1q	2q	3q	4q	5q	6q	7q	8q	9q	10q	11q	12q	16q	17q	18q	19q	20q	1p	2p	3p	4p	5p	6p	7p	8p	9p	10p	11p	12p	16p	17p	18p	19p	20p
RERFGC1B_STOMACH				-1		0			-1	-1	0			0							-1	-1		-1		-1		0		1				0	0		-1	1	1		0		-1	-1			-1	-1	-1				-1	1	0	-1
RERFLCAD1_LUNG	0	1			1		1			1	1	1	0		0	0	0	0	0	0	0	-1	0	1	1	0	1	0	1	1	0	1	1	1	0	0	0	0	0	0	1		1	1		1			1		1	0		1	0	0
RERFLCAD2_LUNG	-1							1	-1	-1			0							1	1	1	-1	0			0		-1	1	-1	-1				0	-1	0	1		-1	-1				1		-1	-1		0	-1	-1	1	-1	1
RERFLCAI_LUNG	0	0		0	0		1	1			1	0	0	0	0				0	0	0	0			1	0	0		1	1		0	1	0			-1	0	0	0	0	0	0		1	1			1		0	0	1	1	0	0
RERFLCKJ_LUNG							1				0	0	-1	0	0					0	0				0				1		0	0	0	0	-1	0	-1	1	0		0	-1	-1	1	1	1		-1	-1	0		0		0	-1	0
RERFLCMS_LUNG	1	1	1	0		0	1	0		0	0		0	0	0	0		1	0	0	0	0	1	1	1	0		0	1	0		0	0	1	0			0	0		1	1	0			1	0	0	0	0	0	0	0	1	0	0
RERFLCSQ1_LUNG	0			-1		0			-1	0		-1	0	-1	0		0	-1			0	0	0	-1		-1	0	0		0	-1	0	0	-1	1	0	-1	1	1		0	-1		1	0	1		-1	0	-1	-1		0	-1	-1	0
RH18_SOFT_TISSUE		0	-1	-1			1		-1	0	-1	-1	0		-1	-1	0	0	1	1	1			0	-1	-1	-1	0	1		-1	0	-1	-1	-1	0	0		1	-1	0	-1	-1	0	-1	1	1	-1	0		-1		0	0	1	1
RH30_SOFT_TISSUE			-1	-1	0	-1		-1																	-1	-1	0	-1		-1				-1				0				-1				-1	-1	-1				-1		-1	-1	
RH41_SOFT_TISSUE		1	1		0					0							1			1	0	0	0			0	0		1	0					-1	1		1	1	1	1		1	0	-1	0	1			0		1		1	-1	1
RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0		0	0		1	0	0	0	0	0		0	0	0	0			0	0	0	0	0		0	0		1	0	0	0	0	0	0	0		1	0	0	0	0	0	0		1	0	0	0	0	0	0	0	1	0	0
RKN_SOFT_TISSUE		0		-1	1	-1		-1					-1						-1	1		-1	-1	0		-1	1	-1		-1	0	-1					-1	-1	1			-1	-1	1	-1	1	-1	1	0	0		-1	-1	1	-1	1
RKO_LARGE_INTESTINE	0	0	0	0	0	0					0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0		1		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
RL952_ENDOMETRIUM		0	0	0	0		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0	1	0	0	0				0	0	0		0		0	1	0	0	0	0	0	0	0	1	0	0	0		0	0	0	0		0	0	0	0	0	0	0	1	0	0	0	0	1	0	-1	-1	0	0
RMGI_OVARY	0		0		0	0		0	0	0	0				0	0		0			0	0	0	0	0		0	0		0	0	0			0		0	1			1	0		0	0	0	0	0	0	0	0	0	-1	0		0
RMUGS_OVARY	0	0		0	0					-1	0	0	0	0		0					-1	0	0	0	0	0	0	-1	-1	0	0	-1	0	0	0	0	-1	1	0		0		0	0	0	1	-1	-1	-1	0	0	0	-1	0	-1	-1
RPMI7951_SKIN		0	0	-1	-1	0						-1	-1	-1	0	-1	-1	-1		1	-1	-1	-1	0	0	-1	-1	0	0	0		-1	0	-1	-1	-1	-1		1	0	0	0	-1	-1	0	1	-1		0	-1	-1	-1	-1	-1		1
RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0		-1			1		-1			0	-1	-1		1		1		0	1	0	1	0		-1			1			-1		0		0	1		0		0	0	-1			1	-1	-1	0	-1	0	1	-1	1	0	0
RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0		0	0	0	0	0	0	0	0	-1		0	0	0	-1	0		0	0	0	0	0		0		0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0
RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0
RT11284_URINARY_TRACT	0	0			0	0	0		0	0	0		0	0	0	0	0		0		1	0	0	0	1	-1	0	0	0	1	0	0	0		0	0		0		0	0		1	0	0	0	-1	0	0		0	0		0	0	0
RT112_URINARY_TRACT	0	0			0	0	0		0	0	0	0	0	0	0	0	0		0	1	1	0	0	0	1	-1	0	0	0	1	0	0	0	0	0	0		0	1	0	0		1	0	0	0	-1	0	0		0	0		0	0	1
RT4_URINARY_TRACT	0	0	0	-1	0		0	0	-1	-1	0		-1	1	1	-1		0		0	-1	0	0	0	0	-1	0		0	0	-1	-1	0		-1	0	0		0		0	0	-1	0	0	0		-1	-1	0	1	-1	-1	0	0	0
RVH421_SKIN	0	0	0	0	1			1	0	-1			1	0	-1	0	0	0	0		0		0	0	0	0	1	-1		1	0	-1			0	0	0	0	1	0	0	0	0	1			1		-1	0	0	0	0	0	0	
S117_SOFT_TISSUE	1	1	1			1	1						-1	1	0				1	1	-1	1	1	1			1	1	1		-1	1						1	1	1	1	1	1	-1	1	1	0		-1	1		-1	-1	1	1	1
SBC5_LUNG				-1		0			0			0	-1	-1	0				-1		0	0	1		0	-1			1	0	0			0		0	-1	-1	0		1	-1		-1	0	0	1	0	0	-1	0	0		0	-1	-1
SCABER_URINARY_TRACT						0							0		0			0	0	1	-1	0	1	0	1		0	0	0	1	0			0	1	0	0	0	1	0		-1	-1	1	0	1	-1		-1	0	1	0	-1	0	0	1
SCC15_UPPER_AERODIGESTIVE_TRACT	0	0		0								0		0						1	0	0	0	0	1	0			0	1	1	-1	-1	0	0			1	1	0	0	-1	0	1		1	-1	-1	0	1	0	-1	1	0		1
SCC25_UPPER_AERODIGESTIVE_TRACT	0	0				0	0			0	0	0	0	1	0	0	0		0	0	0	0	0	0			0	0	0		1	0		0	0	0		0	0		0	-1	-1	1	0	0		-1		0	0	0	0			0
SCC4_UPPER_AERODIGESTIVE_TRACT		0		0		0									0	0		-1	0		-1	0			1	0		0		1		0			0			0	1	0		-1	0	1	0	1	0	-1	-1	0				-1	0	0
SCC9_UPPER_AERODIGESTIVE_TRACT	0	0		1		1				0	1				-1			0		1		0	0	0			0	1	0	1	0	0	1		0		0	0	1	0	0		1	1	1	1	-1	-1	0	1			1	0	-1	1
SCLC21H_LUNG	0	0		0	0		0	1			0			0	0	0		0	0	0	0		0	0	0	0	0	0	0	1	0		0	0	0	0	0	0	0	0	0	-1	0		1	0	-1		-1	0	-1	0	-1	0	0	0
SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0	0		0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0
SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0			0		0	-1	0	0	0		0	0	0	0	0		0	1	0	0	0	0	0	-1	0		0		0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0		0	0	0	0	0	0		0
SF126_CENTRAL_NERVOUS_SYSTEM	0	0		0		0		0			0	0	-1	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	1	0	1	0		-1	0	0	0	0	0	0	0
SF295_CENTRAL_NERVOUS_SYSTEM	0	0	0	0	1	0	1	0	0	-1		0	0	-1		1		0	1	0	1	0	0	0	0	0	1	0	1	0	0	-1		0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	-1		0	1	0	0	1	0
SH10TC_STOMACH			0	-1	0	0							-1		1	-1				1		0	-1		0	-1	0		0	1		-1	-1		-1	0		0	1		0		-1		0			-1	1	1	1		-1	1		1
SH4_SKIN		1		0					0	0	0	0	0	0	0	0		0	0	1	0		1	1	1	0	1	-1	1	1	0	0	0	0	0		0	0	1	0	1		0	0	1	0	0	0	0	0	0	0	0	0	0	1
SHP77_LUNG	0	0	0			0		1				0			0			0	0			0	0		0		0	0	0	1			0				0	0		0	0	0	-1	1	0	1	1	-1	0				1	0	0	1
SHSY5Y_AUTONOMIC_GANGLIA			0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0		0	0	0	0		0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0	0	-1	0	-1	-1	1	-1	-1	-1	0		-1	-1	-1		0	-1	0	0	0	1	0	0	-1	0	-1	-1	1	-1	-1	-1	0	-1	0	0	-1	0	-1	0	0	-1	0	-1	-1	1	-1	-1	-1	0	-1		0	-1	0
SIMA_AUTONOMIC_GANGLIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
SJRH30_SOFT_TISSUE					0	0	1	-1		-1		0			0			-1		1	0			0			0	0	1	-1	1		-1	0			-1		1		1	-1	1			1	-1	-1				-1		-1		
SJSA1_BONE	0	0	0			0	0	0		0		0		0	0	0		0	0	0	0	0	0	0	0	0		0	0		0	0		0	0		0	0	0	0	0	0	-1		0	0		-1	0	0	0	0	0	0	0	0
SKBR3_BREAST	1		-1								0	0		0				-1		1	0	-1			-1						0		0	0			-1	0	1		0	-1	-1			1	-1	-1	0	0		0	-1	-1	-1	1
SKCO1_LARGE_INTESTINE	0		-1	-1		-1				-1				1		-1			-1		-1		0		-1	-1	-1	-1	1			-1	0	0	-1		-1	-1			-1	-1	-1	0	-1	-1	-1	1		-1		-1		1	-1	-1
SKES1_BONE	1	0	0	0	0	0	1	1		0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	0		0	0	0	1	0	0	0	0	0	1	0		0	0	1	0	0	0	0	0
SKHEP1_LIVER	0	0	0	-1	0		1	0	-1	0	0	1		0	0	-1	1	-1		0	0	0	0	0		-1	0	-1	1	0	-1	0	0	1	-1	1	-1	0	0	0	0		-1	0	1	1	0	-1	0	0	1	-1	1	-1		0
SKLMS1_SOFT_TISSUE		0	0		0	0	0	0		0	0		0	0	0	0		0	0	0	-1		-1	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	-1	0	0	0	0	-1	0	0	-1	0	0	0	0	0
SKLU1_LUNG			-1	1		-1	1		-1			1	-1	1		-1		-1		0	0	-1		-1	-1			-1	1		-1	-1	1		-1		-1	0		0	0	-1	1	-1		1	0	-1	0	0	1	-1	-1	-1		0
SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE		0	0	0	0	0	0	0		0	0	-1	0	0	0	0	0	0		0	0	0	1	0	0	0	0	0	0			0	0	-1	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	-1	0		0	0	0
SKMEL1_SKIN	-1				0			0	-1	-1			-1	-1	0	0		-1	0		0	0	-1	0	0	-1	0	-1		0	-1	-1	0	-1	0	1	-1	0	1		-1	-1	1		0	0	0	-1	-1		0	0	-1	-1	0	-1
SKMEL24_SKIN	0	0		0		0		0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	-1		0	0	0	0	0	0	0	0	0		0	1	0	0	0		-1	0	0	0	0	-1	0	0
SKMEL28_SKIN		1		-1		0	0		-1	-1			-1	-1			0	-1	0	1	0	1	0	1	1	-1	1	0	0	0	-1		-1		-1	0	-1	0		1	1		-1	0	0	0	-1	-1	-1			1	0	-1	0	1
SKMEL2_SKIN		0	1	0		0	1	0	0	0		0	-1	0	0	0		0	0		0	-1	1	0	1	0		0	1	0	0	0	-1	0	0		0	0	1	0	0	1	0	-1	0	1	0	0	0	0	0	0		0	0	0
SKMEL30_SKIN	1	0	0	-1				0		0	-1	0	-1	0		-1		-1		1	0	0	1	0	0	-1		-1	0	0	0	0		0	-1		-1	-1	1	1	0	0	-1	0	1	-1	0	-1	0	-1	0	-1		-1	0	1
SKMEL31_SKIN	0	-1	-1	-1	0	0	1	1	-1	-1	-1		0	-1	0	0	0	-1	-1	0	0	0		-1	-1	-1	0	0	1	1	-1	-1	-1	-1	0	0	-1	-1	0		-1	-1	-1	0	0	1	1	-1	-1	-1	1	0	0	-1	-1	0
SKMEL3_SKIN	0	1	0	-1	0	-1	1	0	-1	-1	0	0	0	-1				-1	-1	1	0	0	0	1	0	-1	0	-1	1	0	-1	-1	0	0			-1	-1	1	0	1	0	-1	0	-1	1	0	-1	-1	0	0	0	0	-1	-1	1
SKMEL5_SKIN			0			0	1			-1		0	-1	-1	0	-1		-1	-1		-1	1	-1		0			0	1	1	0	-1	-1	0	-1		-1	-1	0	0	1	0		1		1	-1	-1	-1	0	0	-1	0	-1	-1	
SKMES1_LUNG	0							-1	-1	-1	0	-1		0	0			0	-1		0	-1	0		0			0		-1	-1	-1	0				0			0		-1		1	-1	1	-1		-1	0	-1	-1	-1	0	-1	-1
SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0	0	0	0	0		0			0		0			0		0		0	0	0		0	0	0	0	0		0	1	0	0		0	-1	0		0	0		0	0	0	0	0	0	-1		0	0	0	0		1	0	0
SKNAS_AUTONOMIC_GANGLIA		0			0			0		0		0	0	0	0	0		0	0	0	0		1	0	0		0		0		0	0			0		0	0	0	0	0		0	0	0	1	0		0	0	0	0	-1	0	0	0
SKNBE2_AUTONOMIC_GANGLIA		0		0	0	0	0	0	0	0	0	0	0	0	0	0		-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1			0	0	0	0	0	0	0	0	0	0	-1	-1	0	0
SKNDZ_AUTONOMIC_GANGLIA	0	0	0	0	0	0	0	0		0		1	0	0	0	0		0			0	0	0	0	0	0	0	0	0	0	0	0		1	0		0		1	0	0		0	0	0	0	0		0	0	1	0	0	0	0	0
SKNFI_AUTONOMIC_GANGLIA	0	0	0	0	0	0	0	0	0	0	0	1	1	0		0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	1	0			0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
SKNMC_BONE	0	0		0	0	0	0	1	0	-1	0	0	0	0	0			0	0	0	0	0	0	0		0	0	0	0	1	0	-1	0	0	-1	0	0	0	0	0	0	-1		0	0	0	1	0	-1	0	0	0	-1	0	0	0
SKNSH_AUTONOMIC_GANGLIA	0		0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	0	0		0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SKOV3_OVARY	0	0	0	0	0	0	-1	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0		0		0	0	0	-1	0		0	0		0	-1	0	0	0
SKRC31_KIDNEY		0		0	1	0	1		-1	0	0	0	0	-1	0	0	0		0	1	0	0		0	0	0	1	0	1	0	-1	0	0	0	0	0		0	1	0	0		0	1	0	1		-1	0	0	0	0			0	1
SKUT1_SOFT_TISSUE	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLR20_KIDNEY		0	0									0	-1		0			0	0	1	-1	1	0	0	0	-1				0	0	0		0			0	0	1		0	0		1	-1	0	-1		-1	0	0			0		1
SLR21_KIDNEY	0	0	0	0	0	0	1		0	0		0	0	0		1		0	0	1	0	0	0	0	0	0	0	0	1		0	0		0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1
SLR24_KIDNEY	0	0		0		0	0	0		0	0	0	0	-1	-1	0	0	0	0	0	0	-1	0	0	0	0		0	0	0		0	0	0	0	0	0	0	0		0		0	0	0	0	0		0	0	0	0	0	0	0	0
SLR25_KIDNEY		1		0		1	1			0		0	0	0	0	1	0	0			0	0		1	1	0		1	1		0	0	0	0	1	0	0	1	1	0	1	0	0	1	1	1	-1			1	0	1	0	1	0	0
SLR26_KIDNEY	0	0				0			0			0					0	-1	0	0		0	0	0	0			0	1			0		0	0	0	-1	0	0		0		-1	1					-1		0	-1	0	-1	0	
SNB19_CENTRAL_NERVOUS_SYSTEM	0	0	0		0	0	1	-1	0		0	-1	-1	-1			0	-1		0	-1	-1	0	0	0		0	0	1		0	0	0	-1		0	-1			0	0		0	0	0	1	-1	0	-1		-1	-1	0		0	0
SNGM_ENDOMETRIUM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNU1040_LARGE_INTESTINE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	1
SNU1076_UPPER_AERODIGESTIVE_TRACT				-1	0	-1			1	-1	0		-1	1	0					1	-1	-1	-1		0	-1	0	-1	-1		1	-1	0	0	0	0	-1		1	0	0	-1	-1	0	-1	0			-1	0	1	-1	-1	0	-1	1
SNU1077_ENDOMETRIUM				-1		1	0			-1		-1		0	-1					1	-1	-1	1			-1		1	0		-1	-1			-1			1	1	0			-1	-1	1	0		0	-1		-1		-1	1	-1	1
SNU1079_BILIARY_TRACT		0		-1	0				-1	0	-1	0	-1	0	-1	0	1	-1	0		0	-1	1	0	0	-1	0		0	0	-1	0	-1	0	0	1	-1	0	0	-1	0	-1	-1	0	0	1	-1	-1	0	-1		0	1	-1	0	1
SNU1105_CENTRAL_NERVOUS_SYSTEM	0	0	0	0	0	0	1	0	0		0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		0		0	0	1	0	0	-1	0	0	0	0	0	0	0
SNU1196_BILIARY_TRACT	-1		0	-1	-1	-1	0			0	-1	-1	-1	1		-1		-1		1	-1	-1	-1	0	0	-1	-1	-1	0	1	1	0		-1	-1		-1	0	1	-1	-1	0	-1	-1		0		-1		-1		-1	-1	-1	-1	1
SNU1197_LARGE_INTESTINE	0	0		0	0	0	1		0	0	0	0	1	0	0	0		-1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0		-1	0	1	0	0	-1	0	0	0	1		0	0	0	0	0	-1	-1	0	1
SNU119_OVARY							1						0		-1				1		0							-1	1		-1	-1		-1	-1			1	0				-1				-1		1							
SNU1214_UPPER_AERODIGESTIVE_TRACT	0	0		0	0		0			0	0	0	0		1	0	0	0	0	0	0	0	0		1			0	0			0	0	0	0	0	0		0	0	0	-1	0	0		0	-1		0	0	0	0	0	0		0
SNU1272_KIDNEY		0		0			0		0		0	0	0	-1	-1		0	0	0	0	0	0	1	0	0	0			0	0	0		0	0	-1	0	0	0	0	0	0	-1	0	0	0	0		0	0	0	0	0	0	0	0	0
SNU16_STOMACH	0	0	-1	-1		0	1		-1				0						-1	0	-1	0	0	0	-1	-1	-1	0	1		-1		0			0		-1	0		0	-1	-1		0	1	-1	-1	0		-1	-1	-1	-1	-1	0
SNU175_LARGE_INTESTINE	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SNU182_LIVER			0	0	1						0		0			0			1	1	0	-1			0		1				0	0	0	0	0		-1	1	1	0	1		0	1	0	1	-1	1			-1			1		1
SNU1_STOMACH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SNU201_CENTRAL_NERVOUS_SYSTEM	0	0	1	0	1	1	1	1	1	-1	0	0	-1	-1	1	1	1	-1	0	1	1	-1	0	0	1	0	1	1	1	1	1	-1	0	0	1	1	-1	0	1	0	0	1	0	1	1	1	1	1	-1	0	0	1	1	-1	0	1
SNU213_PANCREAS	0	0	0	0	0	0				0	1	-1		1	-1	-1				1	0	0	0	0	0	0	0	0		1	0	0	1	-1	-1	1	-1		1	0	0	0	0	0	0	1	0		0	1		-1	-1	0		1
SNU216_STOMACH	0	0		0	0	0	1				1		0	1	0		0		0	1	0	0	0	0		0	0	0	1	1		0	1		0	0	-1	0	1	0	0	0	0	0	0	1	-1		-1	1	-1		0	0	0	1
SNU245_BILIARY_TRACT		1	0	-1		0	1	1		0	0	0	1	1	0	0				0	0	1	1	1	0	-1	0	0	1	1	0	0	0	0	0	0	-1	1	0	-1	1	0	-1	1	0	1		-1	0	0	0	0	-1	1	-1	0
SNU283_LARGE_INTESTINE	0	0	0	0	0	-1	0		0	0	0	0	0	-1	0	0	-1	-1	0	1	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0		-1	0	1	0	0	0	0	0	-1			0	0	0	0	0		-1	0	1
SNU308_BILIARY_TRACT		0	1			-1	1	0			0			1	0	1						-1	0	0	1			-1	1	0		-1	0	1	1	0		0			0	1	-1	0	-1	1	0	-1	0	0	0		-1	1		-1
SNU324_PANCREAS			0	0	0		1	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	1	0	0	0	0	0		0	0	0	-1
SNU349_KIDNEY	0	1		0	1	0	1	0	-1	0	0	1	-1	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1	0	-1	0	0	1	0	0	0	1	0	0	1	-1	0	1	0	1	0	-1	0	0	1	0	0	0	1	0
SNU387_LIVER			1	-1	0	1	0	-1			-1	0		-1	-1				-1	1	-1	0	0	1	1	-1	0	1	0	-1			-1	0				-1	1		0		-1	0	1	0	-1		0	-1	0	0	-1	1	-1	1
SNU398_LIVER			0						-1		0	0	-1		-1			-1			-1		0		0				0		-1	1	0	0	0		-1	0	0			0	0	-1	0		-1	-1		0	0			-1	-1	1
SNU407_LARGE_INTESTINE		0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0
SNU410_PANCREAS		0		-1			1			0	-1	0			-1	-1		-1			0		0	0	1	-1		-1	1	1	0	0	-1	0	-1	0	-1		1	-1	0	-1	-1	0	0	1	-1		0	-1	0	-1	-1	-1	0	-1
SNU423_LIVER			-1		1	1	1	-1	-1		0		-1		-1	-1		-1		1	-1	-1			-1		1	1		-1	-1	0	0	0	-1		-1	-1	1	-1	-1	-1	0	1	1	1	-1	-1	-1			-1	-1	-1	1	1
SNU449_LIVER			0	0	0		1	1		1	0	0		1	0			0		1	0	0	1	1	0		0	0	1	1	1	1	0	0		1	0	1	1		0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1
SNU466_CENTRAL_NERVOUS_SYSTEM	0	0	0	0	0		1	0		0		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1	1	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	1	0		0	1	0	0	0	0	0	0
SNU46_UPPER_AERODIGESTIVE_TRACT		0		-1				1			1		-1	1	-1						-1	0				-1	0			1			1		0				1	-1	0	-1		1		0		0	-1	1	1			0	1	
SNU475_LIVER		0			0		0								0		0			1	0		1	0	0	-1	0			1	0			0	0	0		0	1		0	-1		0	1	0	-1	-1	1		-1	-1	0	1	-1	1
SNU478_BILIARY_TRACT	0	0	0	-1	1	0	1	-1	-1			0	-1	0	0	-1		-1			-1	1	0	0	0	-1	1	0	1	-1	-1			0	-1	0	-1	1	0		0	0	-1	1	0	1	-1	-1	0	1		-1	-1	-1	-1	-1
SNU489_CENTRAL_NERVOUS_SYSTEM	0		0	-1	0	0	1	0	0	-1	0	0	0	0	-1	0		-1	0		0	-1	0	0	0	-1	0	0	1	0	0	-1	0	0	0	0	-1	0			-1	0	-1	0	0	1	0		-1	0	0	0	-1	-1	0	1
SNU503_LARGE_INTESTINE				-1		-1			-1	-1	-1		0	0	0			-1		0	-1	0		-1	1	-1	0	-1	0			-1	-1			0	-1	0	0	-1		-1	-1	1		1			-1	-1				-1		0
SNU520_STOMACH	0	0		0	0	0	1		0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0		0	0	0	1	0	0	1	0	0	0	0	0	0	0
SNU5_STOMACH	0	0								0	1	0	-1	-1	0	0		-1	0	0	-1	-1	0	0			1				0	0	1	0	0	1	-1	0	0	0	0	0	0	0	0	1	0	-1	0	1	0	0	-1		0	0
SNU601_STOMACH	0	0		0	0			0	0	0		1		0	0	0		-1			0	0		0	1	0	0					0			0	0	-1	1	1	0	0	0			1	1	0	0	0	0		0	1	-1	0	0
SNU61_LARGE_INTESTINE		0		-1				-1		0		0	0	1	0	0			-1		-1	-1	1	0	1	-1				-1	0	0		0	0	0		-1		-1	0	-1	-1	0	-1	1	-1	-1		0	0	0	-1	0	-1	-1
SNU620_STOMACH	0	0	0	0		0	1	1	1	0	0	0	0	1	0	0		-1		1	0	0	0	0		0		0		1	1	0	0	0	0	1	-1		1	0	0	0	0	0	0	1	1	1	0	0	0	0	-1		0	1
SNU626_CENTRAL_NERVOUS_SYSTEM	1	0	-1	0	1	1	1	-1	1	-1	0	0	1	-1	1	0	1	-1	0	1	1	-1	1	0	-1	0	1	1	1		1	-1	0	0	0	1	-1	0	1		0		0	1	1	1	-1	1	-1	0	0	0	1	-1	0	1
SNU668_STOMACH		0	-1	-1		-1			-1	0		-1		0				-1		0		-1	0	0	-1	-1		-1		1	-1	0	-1	-1	0	0	-1	0	0		0	-1	-1	0	-1	0	-1	-1			-1		-1	-1	-1	0
SNU685_ENDOMETRIUM				-1			1						-1	-1		-1				1	-1		1			-1			1		-1	0	0		-1		-1						1	1		1	-1	-1	1			-1	-1	1	-1	1
SNU719_STOMACH	0			0	0	0	1	0	0	0	0	0	1	1	0	1		0		1	0	0	0	0		0	0	0	1	0	0	0	0	0	1		0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1
SNU738_CENTRAL_NERVOUS_SYSTEM	1		1	-1			1				0	1	-1	0	1	1		0		1	-1	0	1		1		0			1	0	-1	0	1	1	-1	0	1	1					1		1		-1	0	0			1	-1	0	1
SNU761_LIVER			0		0	0			0	0		0	0			0	0	0	1	1	0	1	1	0	0	0	0	0	0		0	0		0	0	0	0	1	1	0	1	0	1	0	0		-1	0	0	1	0	0	0	-1	1	1
SNU81_LARGE_INTESTINE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
